Age,Gender,Weight (kg),Height (m),BMI,Low_BPM,Avg_BPM,High_BPM,Session_Duration (hours),Calories_Burned,Daily_Calorie_Intake (kcal),Calorie_Balance (kcal),Protein_Intake (g/day),Workout_Type,Workout_Frequency (days/week),Rest_Days_Per_Week,Fitness_Goal,Preferred_Workout_Time,Fat_Percentage,Water_Intake (liters),Experience_Level,Membership_Duration (months),Work_Type,Income_Level,Diet_Type,Sleep_Hours_Per_Day,Smoking,Alcohol_Consumption,Medical_Condition
19,0,65.8,1.6,24.1,100,132,159,1.9,1221.4,1410.0,189.0,105.9,0,5,2,3,1,18.3,2.7,3,61,1,2,0,6.0,1,0,0
52,1,81.3,1.6,31.7,96,123,151,1.9,1124.2,2256.0,1132.0,95.4,2,5,2,3,2,11.4,3.5,3,74,2,0,3,6.8,0,1,3
18,0,61.0,1.6,23.9,100,162,194,1.6,1302.0,1973.0,671.0,85.5,0,5,1,1,1,17.5,2.7,3,26,0,0,3,5.8,1,0,3
41,0,48.9,1.5,22.0,100,129,147,1.2,673.0,1651.0,978.0,84.0,1,3,4,2,0,27.5,1.5,2,35,1,2,0,6.7,0,0,5
33,1,117.4,1.8,35.5,100,166,198,1.4,1255.3,4003.0,2748.0,267.7,3,2,5,2,2,24.4,2.2,1,1,0,1,1,5.7,0,0,3
37,0,58.8,1.7,20.7,100,148,167,1.1,795.4,1669.0,874.0,98.3,0,3,3,0,1,31.3,1.7,2,20,2,2,3,7.3,1,0,5
43,0,62.3,1.6,24.9,100,149,179,1.9,1235.7,1952.0,716.0,135.2,1,5,2,2,2,16.7,2.7,3,70,2,2,0,9.6,0,1,5
31,0,61.8,1.8,19.4,100,150,165,1.8,1338.5,2049.0,710.0,84.3,3,4,4,1,0,18.2,2.7,3,28,0,2,0,6.3,1,0,5
45,0,59.0,1.5,25.6,100,142,170,1.1,729.9,1959.0,1229.0,133.9,2,4,2,2,1,32.7,1.9,2,27,2,0,0,7.3,0,0,5
31,0,56.7,1.6,22.9,100,166,195,1.7,1359.9,1911.0,551.0,124.0,1,4,3,2,0,15.3,2.7,3,47,1,2,2,6.6,0,1,5
24,0,60.9,1.5,26.7,100,132,155,1.2,814.5,1786.0,972.0,71.8,3,3,4,1,2,24.9,2.0,2,16,0,2,2,8.1,0,0,1
45,0,74.6,1.5,31.9,100,151,180,1.3,884.8,1619.0,734.0,191.4,1,4,4,3,1,33.6,2.1,2,30,1,2,1,6.9,0,0,3
29,1,106.1,1.8,32.4,100,156,187,1.3,1095.1,2817.0,1722.0,254.5,0,4,4,3,1,25.6,2.5,2,28,0,2,1,7.0,1,0,1
50,0,68.1,1.7,24.8,100,134,152,1.2,746.5,2270.0,1524.0,137.9,1,2,4,2,1,30.7,2.1,1,1,1,0,0,7.5,0,0,5
45,1,120.1,1.9,31.1,100,168,194,1.1,866.7,3984.0,3117.0,211.5,3,3,3,0,1,24.5,2.4,2,28,0,2,0,6.8,0,0,5
50,0,73.1,1.6,31.0,100,144,163,0.9,572.8,2033.0,1460.0,99.1,1,3,4,0,2,34.0,2.1,1,10,1,2,0,7.8,0,1,3
33,0,65.4,1.6,23.6,92,119,138,1.6,959.6,2168.0,1208.0,101.7,2,5,3,0,3,16.0,2.7,3,80,1,0,3,6.3,0,1,5
48,0,67.6,1.7,24.0,100,160,185,0.8,546.4,2098.0,1552.0,132.2,1,3,3,0,0,28.0,2.5,1,4,1,1,0,4.5,0,0,3
43,1,109.8,1.7,35.7,100,148,168,1.4,995.0,2473.0,1478.0,151.1,0,2,5,3,2,28.6,2.2,1,11,2,1,0,8.4,0,0,5
34,0,78.9,1.7,28.1,100,166,187,1.1,940.3,2539.0,1599.0,195.4,2,4,4,1,3,33.5,2.5,2,33,2,2,1,7.4,1,1,5
24,1,50.8,1.7,18.6,100,133,161,1.0,718.0,1317.0,599.0,51.1,2,3,4,1,3,21.5,2.8,1,7,2,2,2,7.7,0,0,1
58,0,59.9,1.7,19.7,100,153,178,1.0,724.8,1464.0,739.0,68.7,3,3,4,3,1,34.1,2.5,2,30,2,1,0,7.3,0,1,2
42,0,62.7,1.6,24.3,100,151,178,1.8,1273.0,1771.0,498.0,125.5,1,5,3,3,2,15.1,2.7,3,40,1,0,3,6.9,0,0,5
30,0,41.6,1.6,16.8,100,163,179,1.1,887.6,1220.0,332.0,55.4,0,3,3,1,0,25.2,1.9,2,17,2,2,0,6.6,0,0,3
35,1,102.0,1.6,38.1,100,163,184,1.1,993.9,2862.0,1868.0,145.2,0,2,4,1,1,28.3,3.1,1,10,2,0,3,7.5,1,1,3
58,1,103.7,1.7,37.2,100,167,201,1.3,1105.0,3120.0,2015.0,235.6,0,3,4,1,3,25.0,3.1,1,9,2,1,1,8.9,0,1,3
51,1,69.7,1.7,24.1,100,141,159,1.3,932.5,2020.0,1088.0,112.9,2,3,5,1,2,19.9,2.6,2,9,1,2,0,8.7,0,0,4
26,0,71.0,1.7,25.4,100,139,161,1.4,1023.0,2521.0,1498.0,143.0,2,4,3,2,1,28.3,1.5,2,17,1,1,0,7.6,1,0,1
19,1,110.7,1.9,30.3,100,148,182,1.3,1053.4,3596.0,2543.0,220.8,2,2,4,2,2,23.0,2.9,1,8,0,1,0,7.7,0,0,0
33,0,53.3,1.6,21.4,100,148,181,1.7,1293.0,1850.0,557.0,88.6,3,4,3,0,1,18.9,2.7,3,26,1,0,0,5.2,0,1,5
58,0,65.3,1.5,27.9,100,161,188,1.4,1049.4,1590.0,541.0,81.5,3,3,4,3,3,30.7,2.1,2,23,1,1,0,7.0,0,0,5
29,0,78.7,1.8,25.2,100,130,158,1.4,889.6,2373.0,1483.0,117.2,0,4,4,0,0,28.0,2.6,2,34,1,2,0,5.7,0,0,3
28,1,86.9,1.9,24.8,100,123,147,1.5,1049.2,2740.0,1691.0,132.9,3,4,4,0,1,11.6,3.5,3,67,2,2,1,7.1,0,1,5
58,1,89.7,1.7,30.3,100,152,177,1.1,821.5,3019.0,2198.0,180.1,3,3,3,2,1,24.3,3.2,1,8,1,1,0,7.4,0,0,0
51,1,86.0,1.8,26.6,100,135,151,1.7,1144.5,2717.0,1572.0,188.5,2,5,2,2,0,10.0,3.5,3,47,0,0,1,6.2,0,0,5
39,0,55.5,1.7,18.8,100,148,171,1.9,1420.1,1601.0,181.0,92.7,3,5,2,0,1,19.8,2.7,3,42,1,0,1,6.9,0,0,3
25,1,82.3,1.6,31.3,100,158,189,2.0,1688.0,1896.0,208.0,130.1,1,4,3,3,0,10.9,3.5,3,36,0,0,0,6.8,0,0,3
18,1,96.6,1.9,27.6,100,143,160,1.2,941.8,2187.0,1245.0,144.9,3,4,3,3,2,25.7,2.4,2,21,1,2,0,4.8,0,0,0
53,1,113.8,1.9,31.9,100,161,181,1.4,1100.2,2612.0,1512.0,160.9,3,4,3,3,1,28.4,2.2,2,13,0,0,0,7.0,0,0,5
50,0,69.3,1.7,23.9,100,136,155,1.2,743.9,2376.0,1632.0,169.4,2,4,2,2,2,27.6,2.0,2,32,0,2,3,7.6,1,0,5
34,1,72.6,1.8,22.1,97,124,143,1.1,739.2,2026.0,1287.0,174.1,0,3,4,1,3,27.4,2.3,2,32,1,2,1,7.0,0,1,5
41,1,83.0,1.7,30.8,100,139,168,1.9,1358.4,1805.0,447.0,206.7,1,5,2,3,0,11.2,3.5,3,29,2,2,1,7.6,0,2,3
30,1,121.6,2.0,30.5,100,160,191,1.2,1082.2,2725.0,1643.0,300.0,0,4,4,3,1,27.7,3.3,2,15,2,0,1,7.8,0,1,4
59,1,122.0,1.9,34.1,100,153,176,0.7,513.1,4160.0,3647.0,237.4,3,3,4,2,2,20.0,3.1,1,9,0,2,1,9.1,0,0,1
40,1,83.1,1.7,26.5,100,134,151,0.9,662.0,2349.0,1687.0,133.7,3,2,5,0,2,27.1,2.7,1,10,0,2,0,10.0,0,0,1
45,1,87.5,1.8,27.7,100,166,200,1.5,1239.4,2295.0,1056.0,117.6,1,4,4,3,0,13.1,3.4,3,61,2,2,3,6.7,0,2,5
49,1,47.5,1.7,15.8,100,119,150,1.4,834.1,1355.0,521.0,71.8,3,4,3,1,1,22.0,2.6,2,13,1,1,3,7.0,1,1,5
49,1,64.2,1.8,20.4,100,131,155,1.2,764.0,1851.0,1087.0,95.6,3,4,4,1,1,28.5,2.5,2,23,1,2,0,7.7,0,0,0
19,0,64.6,1.5,28.1,100,127,144,1.0,673.6,1453.0,779.0,108.3,3,4,3,3,1,28.3,2.2,2,22,0,2,0,8.8,0,0,0
24,0,47.0,1.7,16.7,100,142,174,0.9,639.5,1705.0,1066.0,94.2,0,2,5,2,2,25.6,2.5,1,10,0,2,3,6.9,0,2,2
39,0,55.4,1.6,21.1,100,135,167,1.4,994.7,1610.0,615.0,136.9,1,3,4,1,1,26.5,1.6,2,15,2,2,1,7.1,0,0,5
54,1,85.9,1.8,27.5,100,157,188,1.0,783.7,2838.0,2054.0,151.3,3,3,3,0,1,27.4,2.8,2,7,1,1,3,8.3,0,1,5
44,0,51.6,1.8,15.9,100,129,146,0.7,419.9,1624.0,1204.0,85.6,0,2,5,0,2,27.8,2.5,1,4,1,2,0,9.0,0,1,4
55,1,127.6,1.7,45.5,100,164,181,1.1,912.4,3142.0,2230.0,196.9,0,4,3,3,0,20.9,2.6,2,15,0,0,0,7.0,0,0,2
22,1,102.2,1.9,30.0,100,155,175,1.5,1246.7,2425.0,1178.0,226.9,0,4,3,3,0,28.1,2.4,2,14,1,0,1,6.2,0,0,4
54,1,117.8,1.6,44.7,100,142,169,1.0,733.0,3996.0,3263.0,250.6,1,4,3,2,1,23.3,2.3,2,21,2,2,0,7.3,0,0,0
34,1,92.1,1.8,29.9,100,143,172,0.7,582.9,2041.0,1458.0,242.8,3,3,4,3,0,22.2,3.5,1,7,2,1,1,7.7,0,0,5
41,0,54.5,1.7,18.1,100,142,165,1.4,853.5,1561.0,708.0,76.3,0,3,4,0,1,29.9,1.6,1,9,2,2,2,7.2,1,0,5
48,1,77.2,1.6,29.9,100,157,175,1.0,823.6,2543.0,1719.0,185.9,2,3,4,2,0,26.4,3.4,2,30,2,2,0,7.0,0,1,1
40,1,63.7,2.0,15.5,100,162,190,1.4,1255.6,2196.0,940.0,142.4,2,4,2,2,1,27.6,2.9,2,30,0,2,0,6.7,0,0,5
24,0,41.8,1.7,15.5,100,138,157,1.0,698.8,1200.0,501.0,77.5,3,3,5,1,3,30.9,2.4,2,29,0,0,0,7.3,0,0,2
20,1,86.7,1.9,23.2,100,137,153,1.7,1265.4,2274.0,1009.0,156.7,0,5,3,1,1,10.3,3.6,3,29,2,0,0,6.4,0,2,5
44,0,67.5,1.8,22.8,100,155,180,1.0,733.6,2329.0,1595.0,162.4,1,3,3,2,0,27.4,2.1,1,11,0,2,0,7.4,1,1,5
53,0,49.8,1.8,15.8,100,161,184,1.3,943.1,1612.0,669.0,78.2,2,2,4,0,2,30.8,2.0,1,10,2,1,3,7.2,0,0,5
52,1,64.6,1.6,24.8,100,151,168,1.3,959.5,1657.0,698.0,92.7,2,4,2,3,3,20.4,2.3,2,12,1,1,3,6.5,0,1,5
49,1,50.2,1.7,17.7,100,155,178,1.3,1024.7,1701.0,676.0,71.4,0,2,5,1,0,23.7,3.0,1,2,2,1,0,6.6,0,0,1
23,0,72.3,1.8,23.6,100,126,143,0.8,543.1,1755.0,1212.0,93.0,3,3,4,3,0,31.0,1.4,1,11,0,0,3,7.4,0,0,1
42,1,44.8,1.6,17.5,100,164,180,1.3,1048.8,1200.0,151.0,97.1,2,3,4,3,3,21.3,2.6,2,6,0,2,1,8.5,1,0,5
31,0,73.1,1.7,24.5,100,145,171,1.1,825.1,2455.0,1630.0,150.9,2,4,3,2,1,25.9,1.5,2,34,2,2,3,7.5,0,1,3
50,1,103.3,1.8,32.8,100,131,155,1.2,775.8,2484.0,1708.0,146.2,1,2,5,3,1,20.9,3.4,1,5,0,2,0,8.0,0,0,5
45,1,104.7,1.6,39.1,100,129,152,1.3,850.6,3043.0,2192.0,228.4,3,4,3,1,0,20.7,2.6,2,29,1,2,1,7.0,0,1,5
27,1,88.7,1.9,25.3,100,154,183,1.6,1363.8,2950.0,1586.0,191.2,2,5,2,2,2,12.7,3.4,3,42,0,0,3,7.8,0,0,5
38,0,63.8,1.7,22.4,100,147,169,1.3,946.9,2157.0,1210.0,130.3,1,4,3,2,1,26.8,1.9,2,28,2,2,0,6.8,0,1,1
42,1,50.3,1.6,18.5,100,149,168,0.7,499.1,1773.0,1274.0,115.2,2,3,3,2,2,27.3,2.4,1,5,2,2,1,8.1,1,0,4
27,0,77.9,1.6,31.4,100,129,154,1.5,951.6,1888.0,936.0,117.7,1,3,5,3,1,28.4,1.5,2,33,0,1,3,7.4,0,2,3
32,0,63.4,1.6,24.4,94,119,135,1.6,954.3,2205.0,1251.0,153.4,2,5,3,2,2,16.3,2.7,3,49,1,1,0,6.3,0,1,5
36,0,73.2,1.7,23.5,100,139,168,1.0,728.9,2486.0,1757.0,119.9,0,3,4,0,1,25.5,2.4,2,34,0,1,3,5.5,0,1,4
19,1,71.1,1.9,19.1,100,148,168,1.2,959.2,2321.0,1362.0,119.7,3,3,4,1,2,24.6,3.2,2,29,2,2,0,7.4,0,0,5
41,1,73.0,2.0,18.4,100,168,190,0.5,417.9,2308.0,1890.0,173.6,3,2,5,1,1,27.7,2.5,1,6,1,1,1,7.6,1,0,5
49,0,68.3,1.7,23.3,100,134,153,1.2,760.4,2286.0,1526.0,101.6,2,4,2,1,1,27.4,2.0,2,27,2,2,3,7.5,0,1,0
56,1,104.5,1.7,37.7,100,167,197,1.3,1087.2,2719.0,1632.0,127.6,0,3,3,3,0,24.6,3.1,1,7,1,1,0,8.9,0,0,3
22,1,72.6,1.9,19.2,100,138,170,1.4,1132.1,2106.0,974.0,112.3,3,4,2,0,0,21.3,3.0,2,28,1,2,1,6.8,1,1,5
20,0,65.8,1.5,28.6,100,127,147,1.0,658.0,1632.0,974.0,142.5,3,4,3,3,0,28.6,2.2,2,9,0,1,1,8.8,0,0,5
43,1,46.5,1.8,14.7,100,167,186,1.5,1224.0,1453.0,229.0,77.8,3,3,4,0,0,22.7,2.4,2,31,1,1,0,8.3,0,2,3
54,1,115.2,1.9,31.2,100,136,166,1.2,786.8,2842.0,2055.0,121.9,1,4,3,3,1,21.0,2.6,2,21,2,2,2,6.6,0,0,4
54,0,70.2,1.6,28.5,100,162,189,1.1,826.5,1977.0,1150.0,150.6,0,3,3,1,1,31.9,2.1,1,10,2,0,1,8.3,1,1,5
56,0,41.6,1.7,14.0,100,159,178,1.4,981.0,1200.0,219.0,57.6,0,2,5,0,1,25.0,1.7,1,10,2,0,0,5.6,0,0,3
18,0,72.0,1.8,23.0,100,125,152,0.8,525.9,2210.0,1684.0,161.5,1,3,4,1,2,27.5,1.6,1,8,1,0,1,8.1,1,0,4
44,0,48.0,1.8,15.4,100,124,155,0.9,475.9,1311.0,835.0,108.4,3,2,4,1,3,28.9,2.6,1,6,0,2,1,7.3,0,1,5
49,0,68.3,1.6,26.5,100,122,154,1.1,623.4,2033.0,1410.0,79.0,1,4,3,1,1,28.9,1.9,2,32,2,2,2,8.6,0,0,5
20,0,50.7,1.6,20.5,100,168,190,0.5,420.0,1619.0,1199.0,120.0,3,2,5,1,2,30.1,1.5,1,8,2,2,1,6.4,0,0,5
48,0,45.7,1.7,14.2,100,155,182,1.2,876.5,1750.0,874.0,86.4,2,3,4,2,0,31.2,2.0,2,12,1,2,1,7.3,0,1,3
54,0,79.9,1.7,29.1,100,159,192,1.1,745.4,1928.0,1183.0,104.1,0,2,5,3,3,27.9,1.9,1,1,2,1,2,7.4,0,1,4
40,0,58.6,1.7,20.4,100,148,165,1.2,775.7,1716.0,940.0,98.7,3,2,4,0,2,33.9,2.4,1,4,2,2,2,6.4,0,0,5
42,0,65.0,1.7,23.8,100,132,154,1.9,1134.0,1533.0,399.0,152.3,3,4,3,3,1,20.4,2.7,3,62,2,2,1,6.1,0,0,5
55,0,75.6,1.7,26.3,100,166,182,1.4,1021.0,2705.0,1684.0,162.9,1,2,5,2,1,25.0,2.2,1,9,2,1,3,5.9,0,2,4
24,0,64.6,1.8,21.5,100,139,161,0.9,626.5,2093.0,1466.0,92.6,0,3,4,0,2,27.9,2.6,1,2,2,2,1,8.2,1,1,5
45,1,87.3,1.6,33.2,100,146,173,0.7,550.5,2856.0,2306.0,184.6,2,2,5,2,1,28.2,3.5,1,5,0,1,0,9.0,0,0,5
43,1,45.8,1.6,17.5,100,138,165,1.2,815.5,1347.0,532.0,79.6,2,2,5,1,2,22.2,2.1,1,9,0,1,3,6.2,0,0,1
27,1,75.9,1.7,26.3,100,150,165,1.0,778.4,2370.0,1592.0,111.4,1,3,5,1,2,28.5,2.1,1,9,0,1,0,6.6,0,0,5
25,0,63.9,1.5,28.3,100,133,153,1.9,1302.6,1624.0,321.0,146.2,2,5,2,3,1,15.0,2.7,3,45,1,0,1,7.4,0,1,0
26,1,70.1,2.0,18.6,100,151,184,0.8,635.6,2470.0,1834.0,144.5,1,3,4,2,1,25.6,3.6,1,7,1,1,0,6.1,0,1,5
21,0,62.2,1.6,24.8,100,153,183,2.0,1494.6,2131.0,636.0,146.1,1,4,2,2,3,17.6,2.7,3,48,2,2,0,8.2,0,0,5
35,1,111.6,1.6,42.3,100,134,156,1.0,764.8,2577.0,1812.0,180.2,0,4,3,3,1,24.8,3.4,2,19,2,0,0,8.1,1,1,5
53,1,115.0,1.9,31.6,100,160,175,1.4,1094.4,3385.0,2291.0,185.0,3,4,4,0,1,28.5,2.2,2,19,2,2,1,7.0,0,1,1
60,0,42.1,1.6,15.5,100,131,161,1.2,719.7,1533.0,813.0,72.7,2,2,5,2,1,33.1,2.2,1,10,0,1,0,6.7,0,1,4
48,1,106.9,1.6,39.4,100,156,179,1.2,908.5,3449.0,2540.0,252.1,0,3,4,2,2,29.0,3.1,2,13,2,2,0,8.1,0,1,1
57,0,53.8,1.6,20.9,100,151,178,1.0,712.1,1642.0,930.0,116.7,1,3,5,1,1,29.4,2.6,2,35,1,1,1,8.5,0,0,5
55,1,130.3,1.7,45.7,100,165,190,1.1,953.9,3903.0,2949.0,213.2,0,4,3,0,0,20.4,2.6,2,31,0,1,1,6.8,0,1,1
55,0,78.3,1.7,29.0,100,158,185,1.1,755.8,1689.0,933.0,112.7,0,2,5,3,2,28.3,1.9,1,6,1,1,3,7.3,0,0,3
58,1,109.3,1.8,36.0,100,168,192,1.0,845.9,3574.0,2728.0,153.8,1,2,5,0,1,22.3,2.7,1,6,2,1,3,7.1,0,0,4
52,1,64.9,1.7,21.8,100,137,155,1.5,1016.1,2141.0,1125.0,123.4,2,4,3,2,2,26.0,2.8,2,12,0,0,1,6.8,1,1,3
21,0,60.4,1.7,21.1,100,124,144,2.0,1206.9,2109.0,902.0,140.1,2,5,2,2,1,19.0,2.7,3,62,1,0,1,6.8,0,1,5
26,0,69.8,1.8,22.6,99,121,142,1.0,589.2,1569.0,980.0,145.0,2,3,3,3,1,34.3,2.0,1,2,2,2,1,7.7,0,0,5
48,1,84.4,1.7,29.7,100,162,181,1.8,1489.7,2085.0,595.0,137.0,1,4,3,3,3,11.5,3.5,3,48,2,2,3,6.9,0,0,5
39,1,84.6,1.9,23.7,100,141,166,0.8,629.4,2829.0,2200.0,163.7,2,2,4,2,2,27.8,3.6,1,4,2,1,0,6.4,0,0,3
18,0,58.0,1.6,24.1,100,163,190,1.7,1325.1,1960.0,635.0,124.7,0,5,3,2,0,17.7,2.7,3,36,0,0,1,5.9,0,0,5
18,0,62.0,1.5,27.8,100,142,175,2.0,1401.5,2053.0,652.0,124.7,3,5,1,2,2,18.9,2.7,3,52,1,1,1,5.2,0,0,5
46,0,56.6,1.5,24.3,100,140,164,1.8,1154.2,1708.0,554.0,91.3,0,4,2,1,1,18.5,2.7,3,65,2,0,0,7.8,0,1,5
25,1,90.2,1.6,32.9,100,161,185,1.8,1612.6,1965.0,352.0,190.8,1,4,2,3,1,12.3,3.5,3,32,0,2,1,7.5,0,1,5
26,1,90.9,1.6,33.6,100,162,187,1.8,1612.9,2518.0,905.0,157.8,1,4,3,3,1,12.3,3.5,3,38,1,0,3,7.5,0,2,3
33,1,118.4,1.6,45.8,100,129,150,1.1,746.3,3503.0,2757.0,172.2,1,3,3,0,1,25.4,2.4,2,17,0,2,1,7.7,0,0,3
58,1,51.3,2.0,12.7,100,167,199,1.1,878.6,1227.0,348.0,131.5,2,3,4,3,3,24.1,3.4,1,11,2,1,1,8.6,0,0,0
22,0,58.3,1.5,26.5,100,131,149,1.2,811.6,1711.0,899.0,82.1,3,3,3,1,2,25.1,2.0,2,15,1,0,0,8.3,0,0,2
32,1,84.6,1.6,33.6,100,144,160,1.9,1588.7,2741.0,1152.0,180.0,1,5,2,2,0,14.8,3.5,3,74,2,0,3,5.3,0,0,5
42,1,43.6,1.6,18.1,100,164,192,1.3,1041.9,1543.0,501.0,83.7,2,3,3,2,1,22.0,2.6,2,26,2,1,2,8.6,0,1,2
37,0,72.9,1.7,25.9,100,131,158,0.5,347.6,2513.0,2165.0,152.8,0,2,5,2,0,27.8,1.6,1,5,1,0,1,7.8,0,0,5
46,1,88.5,1.6,34.8,100,125,151,1.9,1164.9,2188.0,1023.0,110.9,1,5,3,3,2,13.9,3.5,3,30,2,1,0,7.5,0,0,0
58,1,73.5,1.8,23.6,100,136,157,1.1,737.2,2595.0,1858.0,166.6,1,2,4,2,1,24.9,2.9,1,4,1,1,0,8.6,1,0,1
60,0,55.1,1.6,22.1,100,168,184,0.6,437.5,1200.0,762.0,116.0,0,3,3,3,1,29.8,2.3,1,11,2,2,1,6.3,0,1,5
58,1,127.1,1.7,44.0,100,149,176,1.2,939.7,4236.0,3296.0,295.3,2,3,4,2,0,29.2,2.9,1,4,1,2,1,6.5,0,0,1
53,0,62.6,1.6,26.3,100,165,193,1.4,1029.1,2017.0,988.0,125.1,2,3,3,2,1,34.7,1.7,2,21,1,0,2,5.7,0,0,4
42,0,56.1,1.7,20.2,100,133,164,1.8,1054.1,1854.0,800.0,82.9,0,5,2,0,0,16.4,2.7,3,68,0,2,0,6.4,0,0,4
48,1,71.7,1.9,19.7,100,127,150,0.7,426.2,2247.0,1821.0,129.8,3,3,3,0,2,29.4,2.5,1,1,0,1,3,8.1,1,0,3
20,1,85.9,1.8,25.2,100,156,187,1.7,1435.1,2744.0,1309.0,154.1,2,4,2,2,2,13.1,3.6,3,77,2,0,0,7.1,0,0,1
46,0,63.1,1.7,21.1,100,153,175,1.7,1184.4,1582.0,398.0,91.4,0,4,4,3,3,17.9,2.7,3,27,2,2,0,5.4,1,0,5
45,1,80.9,1.8,25.9,100,131,147,1.7,1120.6,2139.0,1018.0,103.6,3,4,4,3,3,11.8,3.5,3,82,1,2,0,7.9,0,0,5
43,1,98.2,1.8,29.7,100,129,156,1.3,806.3,2304.0,1498.0,126.7,0,4,2,3,1,25.8,3.5,2,20,1,2,0,8.1,0,0,5
38,1,126.5,1.8,38.2,100,160,177,1.2,1113.3,3484.0,2371.0,222.3,2,3,4,0,0,29.2,3.0,2,31,1,1,2,8.0,0,0,3
35,1,62.4,1.6,23.2,100,160,190,1.4,1231.0,1810.0,579.0,110.3,0,4,4,0,3,22.2,3.7,2,31,1,2,1,7.9,1,0,5
45,0,67.8,1.8,22.8,100,155,175,1.0,698.4,2003.0,1305.0,93.8,1,3,3,0,1,28.0,2.1,1,5,1,1,3,7.5,0,1,3
58,1,76.6,1.9,20.9,100,127,160,0.7,468.5,2268.0,1800.0,130.8,0,3,5,0,1,28.1,2.7,1,11,1,2,3,8.1,0,0,3
48,0,57.6,1.5,25.1,100,125,146,1.4,792.2,2037.0,1245.0,111.7,1,4,2,2,1,32.1,2.1,2,30,1,2,3,7.4,0,1,1
56,0,63.9,1.7,22.3,100,136,160,2.0,1251.2,1948.0,697.0,87.8,0,5,3,0,1,19.6,2.6,3,71,2,2,1,7.4,0,0,1
46,1,45.5,1.9,12.1,100,158,181,1.3,1024.2,1333.0,309.0,75.0,0,3,5,0,0,29.4,2.0,2,9,1,1,1,6.2,0,1,1
40,1,105.7,1.7,38.9,100,160,176,1.3,1175.4,2555.0,1380.0,154.9,1,4,3,3,2,21.8,3.6,2,22,1,2,0,6.2,0,0,4
37,1,74.7,1.8,22.4,99,126,155,1.2,861.6,2012.0,1150.0,179.9,3,4,2,3,0,26.2,3.2,2,16,2,1,1,6.7,0,1,0
53,0,59.6,1.6,23.1,100,165,184,1.1,794.7,1742.0,947.0,98.6,0,2,4,0,1,32.8,1.9,1,9,1,2,1,5.8,0,1,0
41,1,101.3,1.8,30.3,100,161,179,0.8,652.7,2635.0,1982.0,253.9,3,2,4,3,3,28.9,3.2,1,5,2,0,1,8.3,1,2,5
19,0,47.7,1.7,16.9,100,147,181,1.0,761.9,1528.0,766.0,81.5,3,3,3,0,1,29.1,2.5,1,10,0,2,0,6.7,0,2,3
41,1,64.8,2.0,15.9,100,127,145,1.4,862.4,2064.0,1202.0,111.9,3,2,5,0,1,23.7,3.0,1,11,2,2,0,7.4,0,0,5
52,0,66.7,1.5,28.6,100,165,197,1.8,1354.9,1730.0,375.0,168.3,1,4,3,3,2,18.2,2.7,3,46,0,2,1,7.2,0,0,1
39,1,69.4,2.0,17.5,100,149,167,1.1,909.1,1927.0,1018.0,97.9,0,4,3,0,2,25.2,2.4,2,8,0,2,3,7.9,0,0,5
39,0,63.5,1.5,27.0,100,142,173,2.0,1391.8,1804.0,412.0,92.3,0,5,2,0,2,18.2,2.7,3,27,0,0,3,8.3,0,0,2
23,0,43.3,1.8,13.4,100,143,169,0.8,585.1,1200.0,615.0,71.1,2,3,3,0,0,32.4,2.3,1,10,1,0,0,6.8,0,0,3
24,1,122.0,2.0,31.0,94,120,151,1.1,761.4,3476.0,2715.0,198.4,1,3,4,0,1,25.4,2.6,1,9,1,2,1,8.5,0,2,5
53,1,80.7,1.7,28.8,100,130,154,1.4,914.9,2872.0,1957.0,169.2,3,3,5,2,2,22.7,2.6,2,15,1,2,0,7.3,1,0,3
42,1,83.9,1.8,24.5,100,143,158,1.2,851.8,2741.0,1889.0,143.4,3,4,3,0,3,28.5,3.0,2,18,2,0,0,7.5,1,2,0
23,1,81.4,1.8,24.8,100,126,158,1.6,1058.9,2438.0,1379.0,97.0,0,4,2,1,2,10.2,3.5,3,24,0,2,0,8.7,0,0,5
46,0,68.1,1.7,23.6,100,160,192,0.8,555.9,2378.0,1822.0,126.0,1,3,4,2,1,28.2,2.5,1,11,1,2,0,4.4,0,0,5
22,0,39.0,1.6,14.8,100,167,195,1.0,854.0,1406.0,552.0,97.3,1,2,5,2,1,31.0,1.9,1,5,1,2,0,7.4,0,0,5
38,1,107.3,1.9,30.1,100,161,190,0.7,647.6,3159.0,2511.0,154.8,2,2,4,0,2,28.1,3.6,1,8,1,1,1,9.4,0,1,0
22,0,45.3,1.7,15.4,100,131,157,1.5,980.6,1200.0,219.0,70.2,0,4,4,0,1,28.4,1.8,2,31,2,0,3,8.2,0,2,5
44,0,76.5,1.8,24.5,100,164,182,1.4,1048.9,1722.0,673.0,172.1,1,3,3,3,1,27.5,2.1,1,7,2,0,1,5.5,0,0,5
50,1,49.2,1.6,19.0,100,131,148,1.4,882.8,1634.0,751.0,116.6,0,2,5,1,1,28.7,2.9,1,4,1,0,1,8.0,0,0,3
22,1,84.9,1.9,23.7,100,127,161,1.9,1343.3,2146.0,803.0,141.0,2,5,2,3,1,12.1,3.4,3,46,1,2,0,6.9,1,1,5
33,1,124.2,1.6,46.6,100,137,163,1.4,1073.0,3980.0,2907.0,182.6,1,3,5,0,2,27.1,2.8,2,22,2,1,0,6.1,1,0,2
