Age,Gender,Weight (kg),Height (m),BMI,Low_BPM,Avg_BPM,High_BPM,Session_Duration (hours),Calories_Burned,Daily_Calorie_Intake (kcal),Calorie_Balance (kcal),Protein_Intake (g/day),Workout_Type,Workout_Frequency (days/week),Rest_Days_Per_Week,Fitness_Goal,Preferred_Workout_Time,Fat_Percentage,Water_Intake (liters),Experience_Level,Membership_Duration (months),Work_Type,Income_Level,Diet_Type,Sleep_Hours_Per_Day,Smoking,Alcohol_Consumption,Medical_Condition
40,Male,88.2,1.9,25.3,100,133,165,1.9,1430.7,2905.0,1474.0,154.3,Strength,5,2,Muscle Gain,Morning,10.0,3.5,3,80,Sedentary,High,Vegetarian,8.2,No,Occasional,None
44,Male,78.5,2.0,20.6,100,167,191,1.3,1060.1,2476.0,1416.0,166.4,Cardio,3,5,Muscle Gain,Afternoon,29.3,2.2,1,1,Sedentary,Middle,Vegan,6.0,No,Occasional,Hypertension
33,Female,54.9,1.5,23.2,99,125,146,1.0,621.1,1516.0,895.0,90.9,Cardio,2,4,Endurance,Evening,31.2,2.3,1,9,Active,Low,High-Protein,7.3,No,Regular,None
34,Female,48.4,1.7,17.3,100,145,176,1.3,900.2,1200.0,300.0,55.3,Yoga,3,3,Weight Loss,Evening,33.6,1.6,1,8,Sedentary,High,Balanced,6.9,Yes,Regular,Hypertension
49,Male,63.5,1.8,20.4,100,129,157,1.2,756.5,1725.0,968.0,87.3,Yoga,4,3,Endurance,Evening,28.3,2.4,2,10,Sedentary,Middle,Vegan,7.8,No,Occasional,None
23,Female,62.1,1.5,25.9,100,160,177,1.7,1331.5,2272.0,940.0,134.1,Cardio,5,2,Muscle Gain,Evening,19.9,2.7,3,29,Mixed,High,Balanced,6.4,No,Regular,None
42,Female,46.8,1.8,15.0,100,139,165,0.6,375.4,1200.0,825.0,60.1,Yoga,2,5,General Fitness,Morning,28.8,2.6,1,5,Active,Low,Vegan,7.8,No,Occasional,Asthma
54,Male,87.4,1.8,27.8,100,157,184,1.5,1176.2,2216.0,1040.0,156.5,Yoga,3,4,Weight Loss,Night,29.2,3.4,2,9,Sedentary,High,Balanced,7.1,No,Occasional,Hypertension
58,Female,55.2,1.6,22.7,100,168,184,0.6,442.1,1343.0,901.0,114.3,Cardio,3,4,Weight Loss,Afternoon,29.2,2.3,1,10,Sedentary,Low,High-Protein,6.3,No,Occasional,Hypertension
32,Male,105.5,1.7,37.9,100,143,160,0.6,446.7,2742.0,2295.0,191.1,Cardio,3,4,Weight Loss,Evening,27.2,2.9,1,4,Mixed,Low,Balanced,6.9,Yes,Occasional,High Cholesterol
46,Male,98.0,1.9,26.9,100,149,168,0.8,553.1,3196.0,2643.0,209.5,HIIT,3,5,Muscle Gain,Evening,23.4,3.0,1,10,Sedentary,Low,Balanced,8.0,No,Occasional,Diabetes
43,Female,50.1,1.6,21.6,100,136,161,0.8,490.5,1660.0,1170.0,93.7,Strength,2,5,Muscle Gain,Morning,30.1,2.5,1,8,Active,Middle,Vegetarian,7.1,No,Occasional,Hypertension
32,Male,84.8,1.6,33.9,100,144,166,2.0,1592.1,2309.0,717.0,205.6,HIIT,5,2,Weight Loss,Night,14.3,3.5,3,79,Sedentary,High,High-Protein,5.4,Yes,Occasional,None
27,Male,56.0,1.6,21.1,100,128,154,1.4,995.9,1815.0,819.0,97.3,Strength,3,4,General Fitness,Afternoon,28.8,2.3,1,9,Mixed,Middle,Vegetarian,5.2,No,Occasional,None
18,Male,67.1,1.6,26.5,100,167,188,1.3,1179.6,2059.0,879.0,118.1,Strength,2,5,Endurance,Morning,23.7,2.5,1,3,Mixed,Low,Balanced,7.7,No,None,None
18,Female,64.1,1.5,26.9,100,168,197,1.3,1076.8,2161.0,1084.0,124.6,HIIT,3,4,Muscle Gain,Night,30.5,2.3,2,15,Mixed,Middle,Balanced,9.0,Yes,Occasional,Hypertension
20,Female,73.3,1.7,25.4,100,126,157,1.2,751.7,1864.0,1112.0,183.1,Cardio,3,4,Weight Loss,Evening,34.2,1.8,2,20,Sedentary,High,High-Protein,5.5,No,Occasional,None
54,Female,43.8,1.7,15.1,100,140,158,0.9,582.8,1449.0,866.0,61.1,Yoga,2,4,Endurance,Evening,35.0,2.5,1,8,Active,Low,High-Protein,8.9,Yes,Occasional,None
41,Female,53.7,1.6,21.0,100,136,163,0.8,505.0,1717.0,1212.0,112.7,Strength,2,4,Muscle Gain,Afternoon,29.4,2.5,1,3,Active,Middle,Vegan,7.1,No,Occasional,Hypertension
20,Male,126.2,1.7,45.7,100,158,190,1.4,1189.2,3586.0,2397.0,173.8,HIIT,3,4,Endurance,Night,30.0,3.4,2,7,Sedentary,Middle,High-Protein,7.4,No,None,Asthma
40,Male,82.0,1.8,25.8,100,166,181,1.6,1472.8,2790.0,1317.0,150.5,Strength,5,2,Muscle Gain,Morning,12.5,3.5,3,25,Mixed,High,High-Protein,7.9,Yes,Occasional,High Cholesterol
54,Female,65.7,1.5,27.5,95,119,149,1.7,955.7,1653.0,697.0,83.9,Yoga,4,2,Weight Loss,Morning,17.5,2.8,3,64,Mixed,Low,Vegetarian,7.3,No,Occasional,Hypertension
38,Male,83.8,1.7,27.6,100,152,179,1.7,1356.5,2191.0,834.0,174.7,Cardio,5,2,Weight Loss,Evening,12.0,3.5,3,59,Sedentary,High,High-Protein,8.1,No,Regular,None
33,Male,81.7,2.0,21.0,100,137,161,1.6,1208.4,2182.0,974.0,116.0,Strength,4,3,General Fitness,Morning,10.3,3.5,3,60,Mixed,High,Balanced,5.9,No,Regular,Obesity
27,Male,66.1,1.9,17.6,100,157,183,1.2,1032.8,1514.0,481.0,146.3,HIIT,3,4,Weight Loss,Evening,23.5,3.0,1,2,Active,High,High-Protein,6.8,No,None,Diabetes
35,Female,78.6,1.7,29.3,100,163,179,1.3,1072.3,2682.0,1610.0,146.6,Cardio,4,3,Muscle Gain,Morning,25.8,2.6,2,30,Active,Middle,Vegan,6.4,No,Occasional,None
55,Female,65.4,1.7,22.9,100,137,154,2.0,1218.4,1548.0,330.0,153.6,Cardio,5,2,Weight Loss,Afternoon,20.0,2.7,3,62,Sedentary,Middle,High-Protein,7.3,No,Regular,Hypertension
40,Male,74.9,1.6,28.7,100,136,160,1.1,726.8,2072.0,1345.0,116.2,Strength,4,4,Endurance,Morning,25.0,3.5,2,24,Sedentary,Low,Balanced,8.0,Yes,Occasional,None
35,Male,99.5,2.0,25.1,100,147,163,1.3,1094.1,2956.0,1862.0,125.8,Yoga,3,4,General Fitness,Evening,20.8,2.5,1,6,Mixed,High,Balanced,8.6,Yes,None,None
29,Female,56.3,1.5,23.5,96,123,150,1.5,891.8,1817.0,925.0,101.5,Strength,3,4,Muscle Gain,Evening,26.9,2.0,1,7,Mixed,Middle,Vegan,6.2,No,None,None
44,Male,127.4,1.7,45.0,100,154,181,1.1,876.8,3339.0,2462.0,177.7,Cardio,3,5,Weight Loss,Morning,24.5,2.9,2,21,Active,Middle,Balanced,6.6,No,None,None
49,Female,67.3,1.5,29.4,100,150,182,1.5,978.4,1776.0,798.0,86.2,Strength,4,3,General Fitness,Evening,29.3,1.8,2,19,Mixed,Low,Balanced,7.7,No,Regular,None
26,Male,111.5,1.9,30.7,100,167,184,1.0,922.5,3907.0,2984.0,243.1,Yoga,2,4,Muscle Gain,Morning,25.2,2.2,1,6,Mixed,High,Balanced,7.3,No,Occasional,None
23,Female,59.2,1.6,24.2,96,123,144,1.8,1110.6,1818.0,707.0,129.1,HIIT,4,3,Muscle Gain,Evening,17.6,2.7,3,81,Sedentary,High,Balanced,7.6,No,Regular,None
51,Male,90.6,1.7,31.4,100,137,165,1.8,1216.1,3047.0,1831.0,178.5,Cardio,5,3,Muscle Gain,Morning,12.3,3.5,3,82,Sedentary,Middle,Vegetarian,6.2,No,Occasional,Hypertension
24,Male,115.9,1.8,37.0,100,127,161,1.0,703.2,3783.0,3080.0,226.2,Strength,4,2,Muscle Gain,Afternoon,26.8,3.4,2,31,Mixed,Middle,High-Protein,8.2,No,Occasional,Diabetes
41,Male,82.6,1.8,24.2,100,141,172,1.2,887.6,2025.0,1137.0,139.6,Yoga,4,4,Weight Loss,Evening,28.2,3.2,2,27,Mixed,Middle,Balanced,7.5,No,Occasional,None
54,Female,57.5,1.8,18.5,100,154,180,1.7,1217.2,1750.0,533.0,89.3,HIIT,5,2,Endurance,Night,15.9,2.7,3,68,Mixed,High,Balanced,8.1,Yes,Occasional,Obesity
24,Female,39.6,1.6,15.1,100,168,198,1.0,830.7,1415.0,584.0,94.2,HIIT,2,5,Muscle Gain,Evening,31.2,1.9,1,8,Sedentary,High,Vegetarian,7.5,No,Occasional,Hypertension
19,Female,76.3,1.7,25.4,100,152,178,1.4,1075.3,1757.0,682.0,168.3,Strength,4,2,Weight Loss,Evening,30.7,2.1,2,19,Active,High,High-Protein,7.1,No,Occasional,None
20,Male,116.7,1.8,35.8,100,160,189,1.3,1212.2,3180.0,1968.0,183.4,Yoga,3,5,Endurance,Evening,26.7,3.3,2,13,Mixed,Middle,High-Protein,6.6,Yes,Occasional,None
53,Female,53.6,1.7,17.7,100,157,181,1.4,953.6,1794.0,840.0,104.5,Strength,3,4,Muscle Gain,Night,31.8,1.8,2,26,Active,High,High-Protein,6.6,No,None,Hypertension
32,Female,59.6,1.7,21.0,100,124,145,0.9,567.4,1597.0,1030.0,154.6,Cardio,3,4,Weight Loss,Afternoon,34.0,1.8,1,4,Mixed,Low,High-Protein,10.0,No,Regular,None
54,Female,75.6,1.7,25.7,100,154,188,0.9,631.7,2482.0,1850.0,129.0,Cardio,3,3,Endurance,Afternoon,26.5,2.0,1,11,Sedentary,Low,High-Protein,8.2,No,None,None
38,Male,71.9,1.8,23.7,100,143,162,1.1,861.3,2052.0,1191.0,95.2,Cardio,2,4,General Fitness,Night,25.5,3.1,1,5,Sedentary,High,Balanced,5.2,No,Occasional,None
56,Male,83.0,1.9,23.8,100,124,139,1.5,941.6,2572.0,1630.0,117.9,Yoga,5,1,General Fitness,Morning,13.2,3.4,3,32,Sedentary,Middle,Balanced,7.6,No,Occasional,None
26,Female,63.8,1.5,28.4,100,134,165,2.0,1286.0,2161.0,875.0,99.6,Strength,5,3,General Fitness,Morning,15.3,2.7,3,35,Sedentary,Middle,Balanced,7.4,Yes,Occasional,Hypertension
44,Female,66.0,1.8,20.6,100,158,175,1.4,1035.3,1795.0,760.0,134.5,Cardio,3,4,General Fitness,Morning,31.3,2.3,1,10,Sedentary,High,High-Protein,8.1,No,Occasional,None
19,Female,65.8,1.6,24.1,100,132,159,1.9,1221.4,1410.0,189.0,105.9,Cardio,5,2,Weight Loss,Evening,18.3,2.7,3,61,Mixed,Middle,Balanced,6.0,Yes,Occasional,Asthma
52,Male,81.3,1.6,31.7,96,123,151,1.9,1124.2,2256.0,1132.0,95.4,Strength,5,2,Weight Loss,Morning,11.4,3.5,3,74,Sedentary,High,Vegetarian,6.8,No,Regular,Hypertension
18,Female,61.0,1.6,23.9,100,162,194,1.6,1302.0,1973.0,671.0,85.5,Cardio,5,1,General Fitness,Evening,17.5,2.7,3,26,Active,High,Vegetarian,5.8,Yes,Occasional,Hypertension
41,Female,48.9,1.5,22.0,100,129,147,1.2,673.0,1651.0,978.0,84.0,HIIT,3,4,Muscle Gain,Afternoon,27.5,1.5,2,35,Mixed,Middle,Balanced,6.7,No,Occasional,None
33,Male,117.4,1.8,35.5,100,166,198,1.4,1255.3,4003.0,2748.0,267.7,Yoga,2,5,Muscle Gain,Morning,24.4,2.2,1,1,Active,Low,High-Protein,5.7,No,Occasional,Hypertension
37,Female,58.8,1.7,20.7,100,148,167,1.1,795.4,1669.0,874.0,98.3,Cardio,3,3,Endurance,Evening,31.3,1.7,2,20,Sedentary,Middle,Vegetarian,7.3,Yes,Occasional,None
43,Female,62.3,1.6,24.9,100,149,179,1.9,1235.7,1952.0,716.0,135.2,HIIT,5,2,Muscle Gain,Morning,16.7,2.7,3,70,Sedentary,Middle,Balanced,9.6,No,Regular,None
31,Female,61.8,1.8,19.4,100,150,165,1.8,1338.5,2049.0,710.0,84.3,Yoga,4,4,General Fitness,Afternoon,18.2,2.7,3,28,Active,Middle,Balanced,6.3,Yes,Occasional,None
45,Female,59.0,1.5,25.6,100,142,170,1.1,729.9,1959.0,1229.0,133.9,Strength,4,2,Muscle Gain,Evening,32.7,1.9,2,27,Sedentary,High,Balanced,7.3,No,Occasional,None
31,Female,56.7,1.6,22.9,100,166,195,1.7,1359.9,1911.0,551.0,124.0,HIIT,4,3,Muscle Gain,Afternoon,15.3,2.7,3,47,Mixed,Middle,Vegan,6.6,No,Regular,None
24,Female,60.9,1.5,26.7,100,132,155,1.2,814.5,1786.0,972.0,71.8,Yoga,3,4,General Fitness,Morning,24.9,2.0,2,16,Active,Middle,Vegan,8.1,No,Occasional,Diabetes
45,Female,74.6,1.5,31.9,100,151,180,1.3,884.8,1619.0,734.0,191.4,HIIT,4,4,Weight Loss,Evening,33.6,2.1,2,30,Mixed,Middle,High-Protein,6.9,No,Occasional,Hypertension
29,Male,106.1,1.8,32.4,100,156,187,1.3,1095.1,2817.0,1722.0,254.5,Cardio,4,4,Weight Loss,Evening,25.6,2.5,2,28,Active,Middle,High-Protein,7.0,Yes,Occasional,Diabetes
50,Female,68.1,1.7,24.8,100,134,152,1.2,746.5,2270.0,1524.0,137.9,HIIT,2,4,Muscle Gain,Evening,30.7,2.1,1,1,Mixed,High,Balanced,7.5,No,Occasional,None
45,Male,120.1,1.9,31.1,100,168,194,1.1,866.7,3984.0,3117.0,211.5,Yoga,3,3,Endurance,Evening,24.5,2.4,2,28,Active,Middle,Balanced,6.8,No,Occasional,None
50,Female,73.1,1.6,31.0,100,144,163,0.9,572.8,2033.0,1460.0,99.1,HIIT,3,4,Endurance,Morning,34.0,2.1,1,10,Mixed,Middle,Balanced,7.8,No,Regular,Hypertension
33,Female,65.4,1.6,23.6,92,119,138,1.6,959.6,2168.0,1208.0,101.7,Strength,5,3,Endurance,Night,16.0,2.7,3,80,Mixed,High,Vegetarian,6.3,No,Regular,None
48,Female,67.6,1.7,24.0,100,160,185,0.8,546.4,2098.0,1552.0,132.2,HIIT,3,3,Endurance,Afternoon,28.0,2.5,1,4,Mixed,Low,Balanced,4.5,No,Occasional,Hypertension
43,Male,109.8,1.7,35.7,100,148,168,1.4,995.0,2473.0,1478.0,151.1,Cardio,2,5,Weight Loss,Morning,28.6,2.2,1,11,Sedentary,Low,Balanced,8.4,No,Occasional,None
34,Female,78.9,1.7,28.1,100,166,187,1.1,940.3,2539.0,1599.0,195.4,Strength,4,4,General Fitness,Night,33.5,2.5,2,33,Sedentary,Middle,High-Protein,7.4,Yes,Regular,None
24,Male,50.8,1.7,18.6,100,133,161,1.0,718.0,1317.0,599.0,51.1,Strength,3,4,General Fitness,Night,21.5,2.8,1,7,Sedentary,Middle,Vegan,7.7,No,Occasional,Diabetes
58,Female,59.9,1.7,19.7,100,153,178,1.0,724.8,1464.0,739.0,68.7,Yoga,3,4,Weight Loss,Evening,34.1,2.5,2,30,Sedentary,Low,Balanced,7.3,No,Regular,High Cholesterol
42,Female,62.7,1.6,24.3,100,151,178,1.8,1273.0,1771.0,498.0,125.5,HIIT,5,3,Weight Loss,Morning,15.1,2.7,3,40,Mixed,High,Vegetarian,6.9,No,Occasional,None
30,Female,41.6,1.6,16.8,100,163,179,1.1,887.6,1220.0,332.0,55.4,Cardio,3,3,General Fitness,Afternoon,25.2,1.9,2,17,Sedentary,Middle,Balanced,6.6,No,Occasional,Hypertension
35,Male,102.0,1.6,38.1,100,163,184,1.1,993.9,2862.0,1868.0,145.2,Cardio,2,4,General Fitness,Evening,28.3,3.1,1,10,Sedentary,High,Vegetarian,7.5,Yes,Regular,Hypertension
58,Male,103.7,1.7,37.2,100,167,201,1.3,1105.0,3120.0,2015.0,235.6,Cardio,3,4,General Fitness,Night,25.0,3.1,1,9,Sedentary,Low,High-Protein,8.9,No,Regular,Hypertension
51,Male,69.7,1.7,24.1,100,141,159,1.3,932.5,2020.0,1088.0,112.9,Strength,3,5,General Fitness,Morning,19.9,2.6,2,9,Mixed,Middle,Balanced,8.7,No,Occasional,Obesity
26,Female,71.0,1.7,25.4,100,139,161,1.4,1023.0,2521.0,1498.0,143.0,Strength,4,3,Muscle Gain,Evening,28.3,1.5,2,17,Mixed,Low,Balanced,7.6,Yes,Occasional,Diabetes
19,Male,110.7,1.9,30.3,100,148,182,1.3,1053.4,3596.0,2543.0,220.8,Strength,2,4,Muscle Gain,Morning,23.0,2.9,1,8,Active,Low,Balanced,7.7,No,Occasional,Asthma
33,Female,53.3,1.6,21.4,100,148,181,1.7,1293.0,1850.0,557.0,88.6,Yoga,4,3,Endurance,Evening,18.9,2.7,3,26,Mixed,High,Balanced,5.2,No,Regular,None
58,Female,65.3,1.5,27.9,100,161,188,1.4,1049.4,1590.0,541.0,81.5,Yoga,3,4,Weight Loss,Night,30.7,2.1,2,23,Mixed,Low,Balanced,7.0,No,Occasional,None
29,Female,78.7,1.8,25.2,100,130,158,1.4,889.6,2373.0,1483.0,117.2,Cardio,4,4,Endurance,Afternoon,28.0,2.6,2,34,Mixed,Middle,Balanced,5.7,No,Occasional,Hypertension
28,Male,86.9,1.9,24.8,100,123,147,1.5,1049.2,2740.0,1691.0,132.9,Yoga,4,4,Endurance,Evening,11.6,3.5,3,67,Sedentary,Middle,High-Protein,7.1,No,Regular,None
58,Male,89.7,1.7,30.3,100,152,177,1.1,821.5,3019.0,2198.0,180.1,Yoga,3,3,Muscle Gain,Evening,24.3,3.2,1,8,Mixed,Low,Balanced,7.4,No,Occasional,Asthma
51,Male,86.0,1.8,26.6,100,135,151,1.7,1144.5,2717.0,1572.0,188.5,Strength,5,2,Muscle Gain,Afternoon,10.0,3.5,3,47,Active,High,High-Protein,6.2,No,Occasional,None
39,Female,55.5,1.7,18.8,100,148,171,1.9,1420.1,1601.0,181.0,92.7,Yoga,5,2,Endurance,Evening,19.8,2.7,3,42,Mixed,High,High-Protein,6.9,No,Occasional,Hypertension
25,Male,82.3,1.6,31.3,100,158,189,2.0,1688.0,1896.0,208.0,130.1,HIIT,4,3,Weight Loss,Afternoon,10.9,3.5,3,36,Active,High,Balanced,6.8,No,Occasional,Hypertension
18,Male,96.6,1.9,27.6,100,143,160,1.2,941.8,2187.0,1245.0,144.9,Yoga,4,3,Weight Loss,Morning,25.7,2.4,2,21,Mixed,Middle,Balanced,4.8,No,Occasional,Asthma
53,Male,113.8,1.9,31.9,100,161,181,1.4,1100.2,2612.0,1512.0,160.9,Yoga,4,3,Weight Loss,Evening,28.4,2.2,2,13,Active,High,Balanced,7.0,No,Occasional,None
50,Female,69.3,1.7,23.9,100,136,155,1.2,743.9,2376.0,1632.0,169.4,Strength,4,2,Muscle Gain,Morning,27.6,2.0,2,32,Active,Middle,Vegetarian,7.6,Yes,Occasional,None
34,Male,72.6,1.8,22.1,97,124,143,1.1,739.2,2026.0,1287.0,174.1,Cardio,3,4,General Fitness,Night,27.4,2.3,2,32,Mixed,Middle,High-Protein,7.0,No,Regular,None
41,Male,83.0,1.7,30.8,100,139,168,1.9,1358.4,1805.0,447.0,206.7,HIIT,5,2,Weight Loss,Afternoon,11.2,3.5,3,29,Sedentary,Middle,High-Protein,7.6,No,None,Hypertension
30,Male,121.6,2.0,30.5,100,160,191,1.2,1082.2,2725.0,1643.0,300.0,Cardio,4,4,Weight Loss,Evening,27.7,3.3,2,15,Sedentary,High,High-Protein,7.8,No,Regular,Obesity
59,Male,122.0,1.9,34.1,100,153,176,0.7,513.1,4160.0,3647.0,237.4,Yoga,3,4,Muscle Gain,Morning,20.0,3.1,1,9,Active,Middle,High-Protein,9.1,No,Occasional,Diabetes
40,Male,83.1,1.7,26.5,100,134,151,0.9,662.0,2349.0,1687.0,133.7,Yoga,2,5,Endurance,Morning,27.1,2.7,1,10,Active,Middle,Balanced,10.0,No,Occasional,Diabetes
45,Male,87.5,1.8,27.7,100,166,200,1.5,1239.4,2295.0,1056.0,117.6,HIIT,4,4,Weight Loss,Afternoon,13.1,3.4,3,61,Sedentary,Middle,Vegetarian,6.7,No,None,None
49,Male,47.5,1.7,15.8,100,119,150,1.4,834.1,1355.0,521.0,71.8,Yoga,4,3,General Fitness,Evening,22.0,2.6,2,13,Mixed,Low,Vegetarian,7.0,Yes,Regular,None
49,Male,64.2,1.8,20.4,100,131,155,1.2,764.0,1851.0,1087.0,95.6,Yoga,4,4,General Fitness,Evening,28.5,2.5,2,23,Mixed,Middle,Balanced,7.7,No,Occasional,Asthma
19,Female,64.6,1.5,28.1,100,127,144,1.0,673.6,1453.0,779.0,108.3,Yoga,4,3,Weight Loss,Evening,28.3,2.2,2,22,Active,Middle,Balanced,8.8,No,Occasional,Asthma
24,Female,47.0,1.7,16.7,100,142,174,0.9,639.5,1705.0,1066.0,94.2,Cardio,2,5,Muscle Gain,Morning,25.6,2.5,1,10,Active,Middle,Vegetarian,6.9,No,None,High Cholesterol
39,Female,55.4,1.6,21.1,100,135,167,1.4,994.7,1610.0,615.0,136.9,HIIT,3,4,General Fitness,Evening,26.5,1.6,2,15,Sedentary,Middle,High-Protein,7.1,No,Occasional,None
54,Male,85.9,1.8,27.5,100,157,188,1.0,783.7,2838.0,2054.0,151.3,Yoga,3,3,Endurance,Evening,27.4,2.8,2,7,Mixed,Low,Vegetarian,8.3,No,Regular,None
44,Female,51.6,1.8,15.9,100,129,146,0.7,419.9,1624.0,1204.0,85.6,Cardio,2,5,Endurance,Morning,27.8,2.5,1,4,Mixed,Middle,Balanced,9.0,No,Regular,Obesity
55,Male,127.6,1.7,45.5,100,164,181,1.1,912.4,3142.0,2230.0,196.9,Cardio,4,3,Weight Loss,Afternoon,20.9,2.6,2,15,Active,High,Balanced,7.0,No,Occasional,High Cholesterol
22,Male,102.2,1.9,30.0,100,155,175,1.5,1246.7,2425.0,1178.0,226.9,Cardio,4,3,Weight Loss,Afternoon,28.1,2.4,2,14,Mixed,High,High-Protein,6.2,No,Occasional,Obesity
54,Male,117.8,1.6,44.7,100,142,169,1.0,733.0,3996.0,3263.0,250.6,HIIT,4,3,Muscle Gain,Evening,23.3,2.3,2,21,Sedentary,Middle,Balanced,7.3,No,Occasional,Asthma
34,Male,92.1,1.8,29.9,100,143,172,0.7,582.9,2041.0,1458.0,242.8,Yoga,3,4,Weight Loss,Afternoon,22.2,3.5,1,7,Sedentary,Low,High-Protein,7.7,No,Occasional,None
41,Female,54.5,1.7,18.1,100,142,165,1.4,853.5,1561.0,708.0,76.3,Cardio,3,4,Endurance,Evening,29.9,1.6,1,9,Sedentary,Middle,Vegan,7.2,Yes,Occasional,None
48,Male,77.2,1.6,29.9,100,157,175,1.0,823.6,2543.0,1719.0,185.9,Strength,3,4,Muscle Gain,Afternoon,26.4,3.4,2,30,Sedentary,Middle,Balanced,7.0,No,Regular,Diabetes
40,Male,63.7,2.0,15.5,100,162,190,1.4,1255.6,2196.0,940.0,142.4,Strength,4,2,Muscle Gain,Evening,27.6,2.9,2,30,Active,Middle,Balanced,6.7,No,Occasional,None
24,Female,41.8,1.7,15.5,100,138,157,1.0,698.8,1200.0,501.0,77.5,Yoga,3,5,General Fitness,Night,30.9,2.4,2,29,Active,High,Balanced,7.3,No,Occasional,High Cholesterol
20,Male,86.7,1.9,23.2,100,137,153,1.7,1265.4,2274.0,1009.0,156.7,Cardio,5,3,General Fitness,Evening,10.3,3.6,3,29,Sedentary,High,Balanced,6.4,No,None,None
44,Female,67.5,1.8,22.8,100,155,180,1.0,733.6,2329.0,1595.0,162.4,HIIT,3,3,Muscle Gain,Afternoon,27.4,2.1,1,11,Active,Middle,Balanced,7.4,Yes,Regular,None
53,Female,49.8,1.8,15.8,100,161,184,1.3,943.1,1612.0,669.0,78.2,Strength,2,4,Endurance,Morning,30.8,2.0,1,10,Sedentary,Low,Vegetarian,7.2,No,Occasional,None
52,Male,64.6,1.6,24.8,100,151,168,1.3,959.5,1657.0,698.0,92.7,Strength,4,2,Weight Loss,Night,20.4,2.3,2,12,Mixed,Low,Vegetarian,6.5,No,Regular,None
49,Male,50.2,1.7,17.7,100,155,178,1.3,1024.7,1701.0,676.0,71.4,Cardio,2,5,General Fitness,Afternoon,23.7,3.0,1,2,Sedentary,Low,Balanced,6.6,No,Occasional,Diabetes
23,Female,72.3,1.8,23.6,100,126,143,0.8,543.1,1755.0,1212.0,93.0,Yoga,3,4,Weight Loss,Afternoon,31.0,1.4,1,11,Active,High,Vegetarian,7.4,No,Occasional,Diabetes
42,Male,44.8,1.6,17.5,100,164,180,1.3,1048.8,1200.0,151.0,97.1,Strength,3,4,Weight Loss,Night,21.3,2.6,2,6,Active,Middle,High-Protein,8.5,Yes,Occasional,None
31,Female,73.1,1.7,24.5,100,145,171,1.1,825.1,2455.0,1630.0,150.9,Strength,4,3,Muscle Gain,Evening,25.9,1.5,2,34,Sedentary,Middle,Vegetarian,7.5,No,Regular,Hypertension
50,Male,103.3,1.8,32.8,100,131,155,1.2,775.8,2484.0,1708.0,146.2,HIIT,2,5,Weight Loss,Evening,20.9,3.4,1,5,Active,Middle,Balanced,8.0,No,Occasional,None
45,Male,104.7,1.6,39.1,100,129,152,1.3,850.6,3043.0,2192.0,228.4,Yoga,4,3,General Fitness,Afternoon,20.7,2.6,2,29,Mixed,Middle,High-Protein,7.0,No,Regular,None
27,Male,88.7,1.9,25.3,100,154,183,1.6,1363.8,2950.0,1586.0,191.2,Strength,5,2,Muscle Gain,Morning,12.7,3.4,3,42,Active,High,Vegetarian,7.8,No,Occasional,None
38,Female,63.8,1.7,22.4,100,147,169,1.3,946.9,2157.0,1210.0,130.3,HIIT,4,3,Muscle Gain,Evening,26.8,1.9,2,28,Sedentary,Middle,Balanced,6.8,No,Regular,Diabetes
42,Male,50.3,1.6,18.5,100,149,168,0.7,499.1,1773.0,1274.0,115.2,Strength,3,3,Muscle Gain,Morning,27.3,2.4,1,5,Sedentary,Middle,High-Protein,8.1,Yes,Occasional,Obesity
27,Female,77.9,1.6,31.4,100,129,154,1.5,951.6,1888.0,936.0,117.7,HIIT,3,5,Weight Loss,Evening,28.4,1.5,2,33,Active,Low,Vegetarian,7.4,No,None,Hypertension
32,Female,63.4,1.6,24.4,94,119,135,1.6,954.3,2205.0,1251.0,153.4,Strength,5,3,Muscle Gain,Morning,16.3,2.7,3,49,Mixed,Low,Balanced,6.3,No,Regular,None
36,Female,73.2,1.7,23.5,100,139,168,1.0,728.9,2486.0,1757.0,119.9,Cardio,3,4,Endurance,Evening,25.5,2.4,2,34,Active,Low,Vegetarian,5.5,No,Regular,Obesity
19,Male,71.1,1.9,19.1,100,148,168,1.2,959.2,2321.0,1362.0,119.7,Yoga,3,4,General Fitness,Morning,24.6,3.2,2,29,Sedentary,Middle,Balanced,7.4,No,Occasional,None
41,Male,73.0,2.0,18.4,100,168,190,0.5,417.9,2308.0,1890.0,173.6,Yoga,2,5,General Fitness,Evening,27.7,2.5,1,6,Mixed,Low,High-Protein,7.6,Yes,Occasional,None
49,Female,68.3,1.7,23.3,100,134,153,1.2,760.4,2286.0,1526.0,101.6,Strength,4,2,General Fitness,Evening,27.4,2.0,2,27,Sedentary,Middle,Vegetarian,7.5,No,Regular,Asthma
56,Male,104.5,1.7,37.7,100,167,197,1.3,1087.2,2719.0,1632.0,127.6,Cardio,3,3,Weight Loss,Afternoon,24.6,3.1,1,7,Mixed,Low,Balanced,8.9,No,Occasional,Hypertension
22,Male,72.6,1.9,19.2,100,138,170,1.4,1132.1,2106.0,974.0,112.3,Yoga,4,2,Endurance,Afternoon,21.3,3.0,2,28,Mixed,Middle,High-Protein,6.8,Yes,Regular,None
